groupId	userIds
2387	1137,1671,4016
2388	252,4304,4662
2389	3864,1264,114
2390	5509,5706,1055
2391	1025,1157,585
2392	508,4689,367
2393	5475,4273,1776
2394	4391,4105,5600
2395	185,902,4870
2396	3700,2040,3451
2397	3285,1715,4950
2398	4318,3778,696
2399	4833,1822,5805
2400	3362,4258,5982
2401	1350,1705,5627
2402	520,4088,4219
2403	5142,1216,5217
2404	5655,4330,1031
2405	845,5545,573
2406	2076,4031,4036
2407	758,4799,3032
2408	6022,3330,272
2409	1621,5504,462
2410	3278,3334,387
2411	897,5961,4453
2412	188,4853,4111
2413	2792,4061,5649
2414	5645,2819,1921
2415	886,1678,5243
2416	5579,946,4399
2417	2819,512,1996
2418	1676,2664,1831
2419	3778,1244,3911
2420	4467,4755,5930
2421	5249,1120,1781
2422	1810,3501,2766
2423	3140,1201,2311
2424	3415,1239,2024
2425	5136,1394,1527
2426	2473,5765,4327
2427	5553,2661,2155
2428	4191,1535,5255
2429	4522,1621,198
2430	4965,1461,2609
2431	2644,4770,1444
2432	2225,4941,5059
2433	3605,2911,678
2434	3098,3941,2453
2435	3929,1422,4505
2436	446,1120,2768
2437	4844,3214,1564
2438	1364,5591,5226
2439	5144,4171,4748
2440	3799,2456,3987
2441	5511,1522,3983
2442	3446,4053,4521
2443	4063,1622,3382
2444	5720,2273,2644
2445	5825,4711,2836
2446	1280,318,2181
2447	5978,3774,1411
2448	3537,5409,2955
2449	2203,3437,3436
2450	5520,4357,4075
2451	1497,1312,2440
2452	471,3551,822
2453	4720,563,3962
2454	2124,4969,38
2455	3757,2215,5180
2456	2015,5763,2843
2457	5493,4506,2416
2458	5105,2641,1493
2459	4803,1565,1217
2460	1061,4308,4062
2461	3710,1054,326
2462	4670,4693,3471
2463	2332,2220,5830
2464	1614,1490,3714
2465	1052,4887,1440
2466	4318,2397,5251
2467	5592,1165,2219
2468	632,785,4294
2469	2276,2202,2393
2470	2822,1843,3130
2471	3405,1849,883
2472	2197,4425,5436
2473	4013,2884,2440
2474	3704,659,4554
2475	3594,6019,3063
2476	2885,434,1139
2477	5104,4946,3888
2478	4538,1305,1257
2479	3092,666,1454
2480	4422,1260,5723
2481	270,3796,5794
2482	1922,1282,491
2483	82,3573,4788
2484	2677,2519,2684
2485	5148,2620,1538
2486	4637,3482,5521
2487	2424,5251,2688
2488	947,1805,4707
2489	3831,3281,1964
2490	5368,108,5549
2491	3518,5264,3388
2492	1980,5639,5094
2493	3338,117,2214
2494	2641,5108,1035
2495	1378,858,1649
2496	1412,973,1303
2497	5933,4793,2725
2498	4420,4295,1964
2499	3742,3517,4092
2500	825,4630,2257
2501	4505,961,4555
2502	4390,2648,488
2503	4714,5202,1425
2504	5348,2319,1893
2505	4747,4444,1807
2506	2733,3395,2714
2507	3257,1177,1535
2508	1195,1505,2188
2509	1127,5467,1018
2510	4246,1584,2269
2511	5516,335,3416
2512	1759,1130,4817
2513	5924,1650,5301
2514	3048,5261,1271
2515	3005,316,4378
2516	1045,3494,4890
2517	208,2469,5595
2518	5755,2758,5228
2519	2001,3317,1726
2520	5065,4815,2739
2521	623,1211,3950
2522	5446,2129,1054
2523	3698,5592,685
2524	5768,4636,143
2525	180,737,1294
2526	4857,861,4266
2527	203,5810,1041
2528	4376,3740,2307
2529	4034,1106,1868
2530	3832,2880,2596
2531	945,3075,4551
2532	2830,5958,4951
2533	2484,349,84
2534	5306,1089,5668
2535	2422,4646,4068
2536	5757,2410,1317
2537	358,4382,3752
2538	4080,1129,2416
2539	5518,4538,3072
2540	5006,729,1552
2541	5224,3816,4809
2542	3626,240,648
2543	4426,5645,2188
2544	1937,5543,366
2545	634,1664,1644
2546	5947,5590,4852
2547	3980,1193,552
2548	1008,4632,5938
2549	451,2429,4273
2550	4774,239,2574
2551	3345,3058,1251
2552	3213,2528,5008
2553	2160,4770,216
2554	5950,2750,5427
2555	286,2865,1950
2556	2974,4653,3701
2557	1967,2225,3690
2558	6038,289,3203
2559	704,4631,4799
2560	1532,5673,5022
2561	1988,5042,1149
2562	3783,2956,5967
2563	1221,552,1357
2564	762,116,3515
2565	2115,3859,4387
2566	1080,2431,4244
2567	5304,3200,3558
2568	422,4856,965
2569	1317,5075,644
2570	4519,4575,5096
2571	5603,3833,5755
2572	3953,127,4808
2573	1377,4851,2247
2574	381,1332,5505
2575	2673,1237,5986
2576	5457,403,895
2577	1006,1064,4268
2578	4700,2686,3856
2579	3190,5382,3794
2580	5769,4994,1816
2581	837,4754,3092
2582	1250,2735,3952
2583	4113,5150,3213
2584	593,690,2396
2585	5723,4307,3526
2586	5960,1578,3822
2587	3789,4555,4065
2588	870,4043,1560
2589	4394,2695,4100
2590	4119,4542,2871
2591	3775,2733,5798
2592	5379,3975,2157
2593	2589,173,395
2594	3596,2002,4258
2595	524,2961,268
2596	5249,726,1499
2597	246,1182,873
2598	5647,869,1436
2599	4986,4859,1496
2600	2235,1060,5638
2601	2290,3573,173
2602	2850,474,5359
2603	3181,2855,30
2604	4839,5763,3846
2605	4171,5563,4840
2606	820,4519,3492
2607	5881,4327,2817
2608	2744,5675,2079
2609	4362,3338,3372
2610	533,3374,2581
2611	408,1646,3957
2612	3454,4805,4886
2613	4881,3424,4128
2614	1391,4453,797
2615	694,5224,3746
2616	4461,4493,959
2617	2229,2232,3486
2618	5655,5099,2948
2619	696,3071,4964
2620	2943,5317,495
2621	2439,3329,2673
2622	1983,2351,2257
2623	3949,4705,3734
2624	3413,3984,4501
2625	338,4379,2232
2626	4284,616,5465
2627	1694,2703,5268
2628	2030,4083,5727
2629	2900,997,2046
2630	1288,4293,3809
2631	5107,1909,2720
2632	1127,3570,4262
2633	4383,2701,5287
2634	953,5775,619
2635	840,4220,2224
2636	2064,4671,3571
2637	4671,1816,4419
2638	2954,1051,1399
2639	5745,2252,5405
2640	4909,2381,1985
2641	3433,317,2352
2642	463,4550,1867
2643	3825,5203,4910
2644	712,4642,1262
2645	394,1051,3281
2646	3886,2934,6004
2647	1106,2298,1926
2648	2647,1682,5455
2649	2076,1356,1721
2650	3668,336,3858
2651	5873,5941,3083
2652	714,3296,4547
2653	3770,1651,1061
2654	1603,2920,551
2655	4922,2736,515
2656	1490,1482,3315
2657	582,4743,3956
2658	904,5217,2952
2659	2579,2096,4764
2660	1087,203,1805
2661	939,2319,4384
2662	505,3912,2378
2663	2928,4874,3413
2664	5496,1917,4070
2665	834,5062,2974
2666	3048,5300,1080
2667	1343,5877,5000
2668	1843,2454,5743
2669	36,754,2302
2670	3779,5645,600
2671	5742,5335,1800
2672	483,3087,3164
2673	2102,931,4391
2674	4722,94,615
2675	4066,2258,688
2676	4230,3116,5375
2677	3766,5023,1098
2678	969,2663,5247
2679	174,4988,2621
2680	1234,3515,4171
2681	5719,5518,3603
2682	4326,21,3522
2683	5490,566,3954
2684	1172,5036,2154
2685	3603,5002,2545
2686	549,3243,3829
2687	5955,189,4209
2688	2557,484,4434
2689	2523,2961,2907
2690	4722,2361,4982
2691	1529,2898,5174
2692	3619,4839,3841
2693	3780,460,5300
2694	2701,1493,1760
2695	551,2350,2490
2696	2019,1156,1639
2697	4187,416,4559
2698	5182,310,3620
2699	825,2380,1871
2700	3845,5664,4387
2701	198,4082,5478
2702	5588,4775,5428
2703	2857,35,3271
2704	3102,3801,5669
2705	2797,1949,2236
2706	3774,2298,3822
2707	3473,65,876
2708	2994,2085,3495
2709	5580,2612,5083
2710	5313,4018,4207
2711	1903,1109,907
2712	6029,1148,4929
2713	4285,2302,1161
2714	4995,5573,4610
2715	170,2962,1631
2716	4468,4454,5919
2717	4261,3075,1717
2718	376,4767,2475
2719	5689,39,4676
2720	1974,1407,1508
2721	3223,5375,2311
2722	5853,4206,5883
2723	1933,3815,5479
2724	1563,5434,1774
2725	3929,1590,921
2726	4136,4959,4860
2727	120,2243,2868
2728	4808,581,3946
2729	2652,4186,4391
2730	2976,4033,1427
2731	4880,5851,2788
2732	1153,2855,1351
2733	1410,93,5676
2734	2109,5364,1718
2735	3142,90,4232
2736	2425,5494,924
2737	5251,1299,3987
2738	3039,3691,809
2739	3024,3043,1627
2740	5315,6038,1420
2741	493,4838,3819
2742	202,2723,860
2743	785,2757,758
2744	4013,1521,5743
2745	3550,3027,1903
2746	963,702,4500
2747	2499,2408,5242
2748	1231,3477,4159
2749	5925,4397,2768
2750	4228,5724,1770
2751	4332,4090,4646
2752	122,4723,4834
2753	3794,503,3506
2754	1857,3209,4054
2755	2124,5512,5650
2756	4185,586,1095
2757	280,2224,2522
2758	2845,3348,3192
2759	936,3063,771
2760	1795,1898,4419
2761	298,402,999
2762	5305,4409,5760
2763	638,3808,3181
2764	4157,3826,3198
2765	4704,4629,4245
2766	4138,1652,2045
2767	1142,3318,1564
2768	1103,5609,4056
2769	5182,5814,401
2770	4383,4831,4535
2771	4880,2234,3500
2772	1622,5228,4180
2773	475,900,3728
2774	547,2698,3843
2775	1598,3832,4456
2776	4759,3982,4584
2777	3444,2118,2596
2778	3400,678,3372
2779	5652,5016,70
2780	2046,2385,3759
2781	2161,3245,5871
2782	4934,2159,3850
2783	1288,348,5882
2784	4768,2124,97
2785	5911,648,4430
2786	5266,2387,2464
2787	1943,4739,3747
2788	4402,3508,1738
2789	3832,12,2088
2790	3815,2528,3504
2791	4304,1897,2537
2792	4820,5885,5062
2793	1093,2219,2575
2794	1744,1212,5435
2795	1974,1736,5056
2796	1293,3823,1527
2797	1242,3955,1961
2798	3793,5883,2748
2799	2370,2648,5905
2800	886,1358,3806
2801	1861,5977,2800
2802	3465,4790,5794
2803	87,2611,5146
2804	586,4431,2544
2805	3146,661,4047
2806	3396,303,2248
2807	126,1311,2797
2808	1026,506,3226
2809	6018,1720,5743
2810	2007,298,5131
2811	3029,4564,5475
2812	4310,720,283
2813	2775,5161,2434
2814	3624,2289,4418
2815	845,4419,4476
2816	5595,4601,1752
2817	4430,2218,5940
2818	5476,869,4044
2819	5832,1140,2863
2820	895,831,2394
2821	4374,4582,3238
2822	3932,5359,5658
2823	1947,5270,3968
2824	1383,2938,2020
2825	3454,5436,1041
2826	3328,162,5742
2827	2764,947,1632
2828	736,2179,5144
2829	857,3456,2644
2830	3213,106,2356
2831	1361,762,4229
2832	4144,1372,1768
2833	1542,1603,2821
2834	3393,3367,4370
2835	3653,5430,1723
2836	4384,4446,2184
2837	4203,5821,3179
2838	3518,4428,4434
2839	1196,4465,3718
2840	3398,5284,3178
2841	3238,4623,182
2842	5102,3630,598
2843	4657,1029,2584
2844	3803,5056,494
2845	955,344,825
2846	3191,1704,4483
2847	1997,5943,4575
2848	52,410,1750
2849	1334,4606,3051
2850	5795,3680,153
2851	2761,3342,3551
2852	2633,5851,4910
2853	884,5307,5107
2854	1032,3560,3144
2855	4358,723,5181
2856	5597,5965,3271
2857	865,2302,4688
2858	4703,2933,463
2859	5664,2224,160
2860	2188,3249,3458
2861	2221,4562,1614
2862	429,2277,2531
2863	3600,3219,5793
2864	238,624,2392
2865	688,3208,4444
2866	2568,2358,719
2867	900,5607,4556
2868	2375,3868,29
2869	3308,4191,3294
2870	2678,1352,1545
2871	1444,5331,1261
2872	3918,2015,2083
2873	1727,4045,421
2874	915,4879,3621
2875	2752,1264,2521
2876	3689,2838,5652
2877	47,3302,10
2878	3029,641,3928
2879	1717,2987,4673
2880	1214,5714,1412
2881	4260,1475,1671
2882	4119,2170,3116
2883	4609,1952,5085
2884	814,2505,2807
2885	5388,4852,3437
2886	410,4788,4212
2887	1443,58,4280
2888	1065,4091,3403
2889	102,4402,256
2890	5261,5203,467
2891	3651,4957,3894
2892	5856,928,1049
2893	1343,4377,3006
2894	598,5050,4076
2895	5036,696,1942
2896	943,1616,5398
2897	1966,6023,3039
2898	5542,1256,3195
2899	5398,566,5471
2900	1125,646,5674
2901	2156,3342,4533
2902	526,1996,4699
2903	5468,4833,5073
2904	1987,101,5937
2905	3227,2305,3137
2906	4616,3644,1624
2907	4861,4564,75
2908	4155,5661,95
2909	3751,1453,4768
2910	1279,1843,2467
2911	5897,5316,975
2912	862,3877,2737
2913	577,635,1155
2914	3309,2385,40
2915	3778,3667,4678
2916	1192,5425,968
2917	5495,1439,2916
2918	4016,3940,1704
2919	633,2929,2765
2920	869,2254,3357
2921	5085,5272,1363
2922	1183,2958,2865
2923	4847,1463,3428
2924	4555,20,3551
2925	1581,3667,4729
2926	947,1467,1406
2927	6003,753,513
2928	298,350,1682
2929	5698,5757,4256
2930	3254,1782,4834
2931	4378,2541,2820
2932	5672,4547,2571
2933	5175,3733,4055
2934	3794,1427,4545
2935	1816,892,1053
2936	1119,1469,2730
2937	5828,940,1148
2938	4917,2178,2038
2939	414,5831,1609
2940	3233,94,2629
2941	972,5370,4365
2942	773,4362,5891
2943	1822,3273,4428
2944	919,5311,2448
2945	3266,2336,1181
2946	3357,5087,4227
2947	5874,5951,5548
2948	149,4984,1575
2949	2994,4173,678
2950	100,5579,5850
2951	5878,4232,4973
2952	2138,3345,923
2953	4822,1750,336
2954	331,1250,807
2955	686,4538,1800
2956	5178,2941,4156
2957	3979,2834,4950
2958	2059,1282,495
2959	139,2077,596
2960	699,4919,1276
2961	1895,735,323
2962	1342,1905,4455
2963	2592,5965,118
2964	4111,5417,1954
2965	1835,5775,4925
2966	2525,2184,914
2967	4929,4275,752
2968	2847,5962,3226
2969	3278,2460,5718
2970	4312,702,4577
2971	2207,5980,3764
2972	2535,5844,4158
2973	2124,2398,3628
2974	4679,2168,3456
2975	3361,958,2627
2976	425,6013,4729
2977	5037,4180,2704
2978	4972,1726,4226
2979	571,5571,47
2980	4956,4105,4133
2981	3055,4955,1971
2982	4678,2735,5463
2983	2772,1025,3684
2984	3376,986,1095
2985	198,46,1777
2986	2388,5017,2287
2987	277,4413,1900
2988	2088,1832,1840
2989	4997,3263,5022
2990	2385,4852,5486
2991	2963,1048,2086
2992	1759,1012,2768
2993	2191,3721,189
2994	392,2,3099
2995	3887,4670,868
2996	728,1695,2310
2997	5115,662,647
2998	1410,4759,3113
2999	3163,2926,4711
3000	5930,2860,1135
3001	2938,4818,4619
3002	2413,1005,1817
3003	3855,5690,31
3004	1854,2452,4851
3005	668,733,673
3006	108,2208,4969
3007	2004,5356,3296
3008	4247,3695,3907
3009	4898,5455,4874
3010	3045,2908,1581
3011	2659,3321,3349
3012	3848,1209,5963
3013	4132,2970,2984
3014	3808,699,1019
3015	2255,839,2789
3016	5660,3907,3138
3017	34,5012,6026
3018	1321,492,1052
3019	4593,5157,423
3020	814,4883,3318
3021	3063,1266,1935
3022	5050,1740,361
3023	1295,1826,3916
3024	863,2444,4790
3025	3781,4401,3983
3026	1692,2495,5483
3027	5404,450,3485
3028	2425,4651,5120
3029	2708,4914,955
3030	5482,753,128
3031	4257,3946,44
3032	1545,685,1743
3033	1037,1780,4203
3034	902,1390,2059
3035	417,3306,1672
3036	2309,831,4402
3037	4071,4803,328
3038	4388,4885,4891
3039	5781,2687,1986
3040	5831,5813,2565
3041	1136,157,1661
3042	5827,5521,2722
3043	813,3653,5160
3044	5034,5880,5229
3045	500,3430,1539
3046	2545,1838,3702
3047	1389,1336,213
3048	907,2189,5084
3049	1114,931,3962
3050	4318,1309,4372
3051	296,4977,284
3052	4885,4453,3109
3053	2845,5618,3160
3054	3596,889,2663
3055	3440,5014,3849
3056	303,2159,5613
3057	5979,599,1286
3058	301,1649,3241
3059	569,474,2147
3060	2855,4075,3067
3061	698,1696,13
3062	1806,2787,3072
3063	1096,14,1545
3064	5954,1530,3787
3065	1088,2467,5208
3066	4944,4225,700
3067	2463,2222,4494
3068	2732,1408,5286
3069	1166,5760,2890
3070	5380,5062,332
3071	4044,572,4008
3072	437,4509,6024
3073	5882,1408,4069
3074	1580,5481,2592
3075	525,765,4262
3076	4435,3150,1796
3077	3554,5073,5654
3078	5886,2823,1310
3079	2936,3955,908
3080	1541,1277,5422
3081	4268,3270,3185
3082	1795,1553,4995
3083	3849,698,5801
3084	3295,4275,1995
3085	682,4930,1656
3086	4494,940,5461
3087	5504,5450,854
3088	3649,2948,2086
3089	1568,639,3737
3090	5389,3417,108
3091	4941,4136,947
3092	4248,1032,287
3093	152,5446,2512
3094	4294,1192,5276
3095	3433,2689,1450
3096	1883,811,1621
3097	1143,3188,4151
3098	1111,3812,3105
3099	4041,5813,2719
3100	4981,3901,4368
3101	529,723,1634
3102	4032,392,1935
3103	4071,2282,3346
3104	5688,1712,2813
3105	2793,3785,4858
3106	4372,2428,3209
3107	3133,1513,5191
3108	1851,5267,1780
3109	1574,2172,4336
3110	2374,5585,2673
3111	2814,6005,671
3112	3078,5515,2151
3113	3780,2300,4359
3114	736,1667,1705
3115	3373,3752,3255
3116	1944,146,2272
3117	2833,2077,3676
3118	4863,3961,794
3119	3109,1582,3032
3120	4263,486,1484
3121	4313,4403,5013
3122	3459,4947,5489
3123	4946,1997,4118
3124	2086,5187,1457
3125	4020,4555,1516
3126	2070,4148,5995
3127	1575,4859,1316
3128	829,2811,5492
3129	2560,3213,639
3130	1766,2799,5037
3131	4700,2698,4820
3132	1510,2521,4525
3133	5969,4990,1653
3134	53,5121,4211
3135	2685,2376,2462
3136	4892,4211,4130
3137	3978,5224,4021
3138	4656,4762,5311
3139	3153,1963,3464
3140	5302,384,3778
3141	124,765,5049
3142	5350,4296,5671
3143	267,2934,3245
3144	4749,4948,2658
3145	2744,5353,3824
3146	2820,4816,3217
3147	1000,2117,3607
3148	3011,1060,439
3149	3727,4633,4394
3150	5313,3729,5821
3151	4116,627,4148
3152	3223,622,495
3153	392,2737,1774
3154	726,3908,2184
3155	1509,2448,3146
3156	2156,856,1429
3157	2675,2601,723
3158	1488,3214,5181
3159	4877,5029,1733
3160	3989,723,3469
3161	1772,562,4403
3162	809,5920,5122
3163	316,3477,5442
3164	4155,413,940
3165	4254,4347,5289
3166	3641,3725,5135
3167	5451,1773,2939
3168	1783,4513,5972
3169	3838,751,4794
3170	3756,954,181
3171	5656,4191,5564
3172	2979,4906,4902
3173	2857,3485,4386
3174	75,5192,5490
3175	48,5930,5205
3176	5591,5304,3066
3177	2783,1872,3689
3178	858,2813,772
3179	5922,279,121
3180	1239,5638,543
3181	2630,5077,99
3182	2058,4327,4689
3183	4327,5750,5004
3184	3265,2035,1671
3185	1114,1130,2020
3186	2312,1497,983
3187	556,4454,696
3188	221,2818,1990
3189	3305,1429,3816
3190	1199,4260,1448
3191	1280,764,3151
3192	1108,4385,5319
3193	111,1767,5177
3194	1433,1807,4924
3195	3555,868,2835
3196	4822,3896,3330
3197	840,4705,4103
3198	4694,2895,4757
3199	2793,5376,1128
3200	5243,2477,1675
3201	5327,3567,5903
3202	305,499,1528
3203	1276,3932,797
3204	1700,3254,2866
3205	2879,91,1262
3206	5285,4939,677
3207	2999,4406,646
3208	4076,2119,3873
3209	2597,5772,2859
3210	2123,2786,2254
3211	4429,2048,443
3212	1606,1607,5686
3213	5906,1751,4235
3214	2217,538,4255
3215	672,5080,3355
3216	53,158,4959
3217	666,2254,1136
3218	2362,3606,2663
3219	1478,4082,3784
3220	4307,5143,3093
3221	988,1834,5788
3222	630,1415,2130
3223	4652,1157,1532
3224	393,274,2592
3225	4958,1095,1083
3226	881,4115,5122
3227	4765,5180,2414
3228	5522,1405,4910
3229	1815,5762,2049
3230	2923,648,575
3231	1605,5766,3038
3232	3249,2020,5097
3233	1419,246,1885
3234	3405,3738,3072
3235	3092,1902,1894
3236	4566,1017,840
3237	3080,1231,2515
3238	1377,3906,1535
3239	712,2809,3988
3240	48,1668,4917
3241	2792,1088,185
3242	372,2537,4095
3243	2316,4637,1371
3244	1938,5237,2870
3245	626,5268,3427
3246	2475,4870,878
3247	5784,921,4726
3248	5626,4826,1965
3249	4146,5309,1613
3250	4709,273,1071
3251	1958,5319,1949
3252	2430,3182,5726
3253	5739,4173,5759
3254	4083,2138,38
3255	2039,5131,1697
3256	3331,2796,4663
3257	1040,1171,1697
3258	127,2439,1353
3259	3983,164,73
3260	3458,5096,310
3261	2654,3983,1047
3262	726,4440,3693
3263	3877,5566,5568
3264	2748,494,5792
3265	1485,5002,4815
3266	4877,1795,4393
3267	4488,2955,3449
3268	3771,6000,4150
3269	5642,1901,4202
3270	744,1457,1395
3271	4334,5218,415
3272	5147,3055,3939
3273	2656,5141,5390
3274	2866,2247,5835
3275	4184,5717,759
3276	3198,4977,2875
3277	3502,761,407
3278	2547,905,3985
3279	1756,43,4693
3280	3314,3411,2232
3281	67,2532,2884
3282	5434,1027,1446
3283	2262,3522,531
3284	4248,1806,4231
3285	5898,4254,5392
3286	204,2066,5999
3287	652,3666,1425
3288	5102,4599,1853
3289	48,4403,4766
3290	5482,4618,2667
3291	5424,2443,2268
3292	4007,3371,5554
3293	3879,1592,5793
3294	1786,1191,4049
3295	3177,4110,2793
3296	220,3683,5133
3297	4823,4153,1672
3298	3707,1332,5570
3299	4716,2844,1004
3300	1704,548,4493
3301	938,1622,5688
3302	3278,1262,3595
3303	1937,336,650
3304	4297,971,318
3305	2291,2658,4150
3306	5101,5453,5774
3307	3044,2060,4108
3308	1518,5337,2955
3309	3712,3783,458
3310	1397,3162,5528
3311	1901,1066,1273
3312	3155,5760,5572
3313	359,816,1501
3314	5237,4699,1490
3315	3912,3819,3205
3316	5088,2993,1946
3317	1646,5493,1920
3318	5647,5247,4251
3319	3481,5708,3960
3320	5703,4572,3192
3321	2299,4969,2906
3322	1095,5532,593
3323	4927,5493,1313
3324	187,585,4140
3325	805,4264,5750
3326	1529,2478,8
3327	3778,5288,4289
3328	1073,4231,5219
3329	2389,579,5587
3330	763,385,3362
3331	2363,5091,5102
3332	1140,1772,4797
3333	4601,1486,2486
3334	4459,5667,4808
3335	508,3451,1448
3336	4663,1954,3746
3337	4827,4967,2898
3338	1250,2057,437
3339	2585,4395,222
3340	3032,3167,2549
3341	5084,3221,3597
3342	347,18,268
3343	5624,4092,35
3344	3175,1408,5794
3345	979,3040,1561
3346	5826,1480,2525
3347	928,3264,3729
3348	5329,3631,1833
3349	2944,187,6040
3350	3620,684,1463
3351	3656,2138,5766
3352	1595,4948,4009
3353	5189,1257,2707
3354	2890,2755,4914
3355	5007,5896,5341
3356	4117,2276,819
3357	414,283,4461
3358	264,3257,4545
3359	867,647,5845
3360	4524,1385,3196
3361	5639,92,4494
3362	2981,2331,4904
3363	533,3473,5552
3364	5735,3795,813
3365	198,41,1874
3366	2570,2342,5407
3367	3127,4246,5212
3368	4588,1393,4320
3369	996,4814,2156
3370	5044,875,3900
3371	1632,5878,1407
3372	880,1336,3512
3373	3448,3354,222
3374	1247,2536,1715
3375	4902,290,2801
3376	861,5803,4761
3377	713,1469,5864
3378	3845,226,2534
3379	834,1712,5282
3380	2912,5364,661
3381	3586,3741,764
3382	623,2010,3444
3383	4512,714,2250
3384	3489,3055,5676
3385	4961,5177,5478
3386	3473,5592,1296
3387	252,798,1402
3388	5102,3508,4648
3389	2376,3684,3958
3390	939,2210,2792
3391	709,5191,146
3392	3620,4696,5283
3393	2133,3065,1083
3394	5253,1363,5218
3395	3052,3409,6027
3396	4493,4354,4591
3397	3110,5889,4016
3398	112,4879,1528
3399	564,4323,2918
3400	5278,887,2410
3401	4847,5913,5144
3402	640,2174,3547
3403	3425,490,3417
3404	888,5546,5425
3405	5107,3588,981
3406	3913,5676,698
3407	407,3059,2306
3408	2838,5416,5850
3409	1373,2646,4582
3410	4300,1500,1731
3411	1854,5797,3521
3412	328,622,3355
3413	3063,5085,5340
3414	3989,5880,4669
3415	1934,908,6007
3416	3455,1036,5129
3417	4021,1213,4753
3418	12,3874,3451
3419	5991,2233,542
3420	3903,5079,5097
3421	1083,2868,569
3422	4487,5966,2571
3423	3936,4324,739
3424	2708,4513,5478
3425	3541,2149,5052
3426	1525,5543,4983
3427	862,4061,271
3428	4576,4385,5505
3429	2332,2410,934
3430	3116,5824,3691
3431	2946,3628,890
3432	3942,1063,3085
3433	4871,3474,5698
3434	843,534,1947
3435	1447,4857,3925
3436	5640,2460,4644
3437	4633,1023,2396
3438	5537,549,2217
3439	498,4808,2534
3440	289,2400,2954
3441	1446,2457,4542
3442	2019,1850,394
3443	1275,737,1335
3444	3824,2097,4159
3445	2746,3035,2571
3446	2160,4878,3896
3447	4573,5579,4227
3448	4425,4804,5777
3449	1250,4289,1107
3450	5358,5005,3626
3451	3179,5487,2158
3452	4613,212,2085
3453	1934,5494,359
3454	1364,763,2346
3455	3749,3859,2111
3456	4465,5118,4399
3457	5450,2261,3229
3458	377,2329,4202
3459	3050,4478,1369
3460	3769,2312,4267
3461	2290,2912,1587
3462	939,2753,5394
3463	4000,1791,5234
3464	5247,2187,292
3465	5805,3508,5734
3466	4708,6026,387
3467	126,1529,4406
3468	521,3126,408
3469	797,2075,809
3470	921,1611,1707
3471	3500,4192,1833
3472	2657,232,647
3473	3791,1859,4749
3474	548,1193,3157
3475	4643,2409,2856
3476	1718,1798,448
3477	4366,2855,370
3478	2833,3241,4385
3479	3689,974,2914
3480	3651,4698,2655
3481	4515,5741,2159
3482	5150,5276,4775
3483	5894,1541,2931
3484	374,4488,4596
3485	4270,2874,2340
3486	3248,458,2445
3487	5690,5968,1108
3488	4741,5692,5494
3489	1598,2447,5328
3490	5462,3527,357
3491	4929,575,48
3492	3690,3926,4979
3493	5082,2579,3141
3494	5134,1208,5911
3495	2014,1213,657
3496	5710,6008,4059
3497	3442,1014,2005
3498	2510,3747,343
3499	2678,2017,419
3500	3171,4286,5838
3501	1458,6036,1711
3502	5334,3454,2495
3503	1042,5394,5999
3504	3120,4641,5760
3505	1761,5062,3772
3506	1218,2795,870
3507	3511,7,3089
3508	2971,3059,1575
3509	17,1635,5975
3510	4262,2885,2045
3511	468,3652,5568
3512	3121,5858,1617
3513	2689,3482,4861
3514	2226,5074,1564
3515	2400,2168,5859
3516	204,1746,4615
3517	2835,3469,2692
3518	3440,421,926
3519	2238,90,2716
3520	2453,51,3756
3521	1326,3648,3478
3522	3814,5929,3161
3523	4383,452,3463
3524	4651,2293,1453
3525	2565,4011,5160
3526	2203,3440,2917
3527	100,897,695
3528	4088,568,1420
3529	581,1131,116
3530	1336,2451,41
3531	2135,4847,2126
3532	19,5636,5165
3533	2254,2222,4563
3534	1119,71,5810
3535	2873,6014,5564
3536	283,3634,2359
3537	3234,4096,1802
3538	4326,1228,4464
3539	4039,2129,2540
3540	5330,2728,734
3541	1970,1896,5344
3542	4156,1821,1717
3543	1091,1031,4657
3544	1398,2820,5620
3545	4604,4400,5699
3546	96,5468,2425
3547	3156,11,3016
3548	1317,3671,5614
3549	467,3337,3984
3550	2273,4632,1440
3551	2679,1839,1831
3552	5334,84,5884
3553	991,2088,1656
3554	1446,910,2302
3555	949,4159,549
3556	1574,7,294
3557	4887,3569,204
3558	1084,2689,5282
3559	3268,2270,1784
3560	5200,3876,4562
3561	2647,1508,197
3562	1256,1440,3828
3563	1897,1531,5525
3564	853,5764,267
3565	5686,3490,1501
3566	5369,4660,2163
3567	388,1800,2873
3568	2135,5704,4489
3569	2205,1574,3127
3570	2009,2843,5914
3571	3311,2708,4485
3572	3697,5206,1930
3573	531,5775,1632
3574	2268,3572,4519
3575	5751,1751,3909
3576	1427,4253,932
3577	3563,777,1404
3578	3019,3459,4492
3579	486,3456,2978
3580	1415,1380,4264
3581	4398,1201,914
3582	293,4881,5383
3583	4085,2190,656
3584	5157,5000,1196
3585	4235,4278,3777
3586	5897,5390,5284
3587	4175,826,5112
3588	1081,3037,2505
3589	5372,5425,3237
3590	5801,3868,1399
3591	2444,4701,1318
3592	2408,3359,3627
3593	5040,1423,2706
3594	3588,4172,1695
3595	865,4503,2682
3596	920,1044,3177
3597	5487,2274,3244
3598	2721,390,3954
3599	1551,5226,379
3600	820,3689,2521
3601	5799,366,1774
3602	5378,4490,3887
3603	2588,3156,1303
